Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,JP_Sales,Other_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating,Reviewed
Pinball Hall of Fame: The Williams Collection,PS3,2009,Misc,Crave Entertainment,0.2,0,0.02,82,16,7.9,8,Farsight Studios,E10+,YES
Crimson Skies: High Road to Revenge,XB,2003,Simulation,Microsoft Game Studios,0.65,0,0.03,88,49,8.8,45,FASA Studio,T,YES
Shrek the Third,Wii,2007,Action,Activision,0.25,0,0.02,57,28,6.7,7,Amaze Entertainment,E10+,YES
FaceBreaker,PS3,2008,Fighting,Electronic Arts,0.13,0,0.02,53,37,3.8,20,EA Canada,T,YES
DECA Sports Freedom,X360,2010,Sports,Hudson Soft,0.27,0,0.02,26,16,3.7,9,AI,E10+,YES
Top Gun: Combat Zones,GC,2002,Simulation,Titus,0.12,0,0,59,10,7.1,7,Titus Software,E,YES
All-Star Baseball 2003,GC,2002,Sports,Acclaim Entertainment,0.12,0,0,83,16,8,6,Acclaim,E,YES
FIFA Soccer 2003,PS2,2002,Sports,Electronic Arts,0.46,0.05,0.61,88,15,6.7,35,EA Canada,E,YES
Castlevania: Aria of Sorrow,GBA,2003,Platform,Konami Digital Entertainment,0.2,0,0,91,29,9.1,127,KCET,T,YES
Mobile Suit Gundam: Federation vs. Zeon,PS2,2001,Simulation,Atari,0.12,0.88,0.03,73,15,8.8,32,Capcom,T,YES
Jeanne d'Arc,PSP,2006,Role-Playing,Sony Computer Entertainment,0.21,0.1,0.02,87,45,8.2,74,Level 5,T,YES
WarioWare D.I.Y.,DS,2009,Misc,Nintendo,0.17,0.2,0.04,82,53,8.7,39,Intelligent Systems,E,YES
Grabbed by the Ghoulies,XB,2003,Action,Microsoft Game Studios,0.11,0,0.01,66,42,7.3,28,Rare Ltd.,E,YES
Castlevania: Lords of Shadow,X360,2010,Action,Konami Digital Entertainment,0.42,0.01,0.05,83,70,7.8,237,Mercury Steam,M,YES
Aero Elite: Combat Academy,PS2,2002,Simulation,Sega,0.04,0,0.01,64,18,7,8,Sega AM2,E,YES
X-Men: The Official Game,GBA,2006,Action,Activision,0.05,0,0,55,9,9.3,6,WayForward,E10+,YES
State of Emergency,PS2,2002,Action,Take-Two Interactive,0.86,0,0.22,71,34,5.7,33,VIS Entertainment,M,YES
Burnout 2: Point of Impact,GC,2003,Racing,Acclaim Entertainment,0.12,0,0,89,24,8.5,18,Criterion Games,E,YES
Damage Inc.: Pacific Squadron WWII,X360,2012,Simulation,Mad Catz,0.07,0,0.01,49,24,5.5,6,Mad Catz,T,YES
College Hoops 2K7,PS3,2007,Sports,Take-Two Interactive,0.16,0,0.01,81,9,7.1,8,2K Sports,E,YES
Jillian Michaels' Fitness Ultimatum 2009,Wii,2008,Sports,Deep Silver,0.96,0,0.11,30,4,2,23,3G Studios,E,YES
Knights in the Nightmare,PSP,2010,Role-Playing,Atlus,0.06,0.02,0.01,75,10,7.7,7,Sting,T,YES
Six Flags Fun Park,Wii,2009,Misc,Ubisoft,0.27,0,0.04,43,7,7.1,7,7 Studios,E10+,YES
The Terminator: Dawn of Fate,PS2,2002,Action,Atari,0.2,0,0.05,58,17,5.7,18,Paradigm Entertainment,T,YES
Persona Q: Shadow of the Labyrinth,3DS,2014,Role-Playing,Nippon Ichi Software,0.34,0.27,0.04,83,56,8.1,169,Atlus,M,YES
Seek and Destroy,PS2,2002,Racing,Play It,0.52,0,0.14,63,9,8.8,10,Barnhouse Effect,T,YES
Far Cry Instincts Evolution,XB,2006,Shooter,Ubisoft,0.06,0,0,78,15,6.3,32,Ubisoft Montreal,M,YES
MLB 14: The Show,PSV,2014,Sports,Sony Computer Entertainment America,0.08,0,0.03,68,6,7,25,SCEA San Diego Studios,E,YES
Mega Man Zero 3,GBA,2004,Platform,Capcom,0.16,0,0,77,21,9,22,Inti,E,YES
The BIGS,PS3,2007,Sports,Take-Two Interactive,0.15,0,0.01,77,19,7.2,12,Blue Castle Games,E,YES
Nano Assault,3DS,2011,Shooter,Majesco Entertainment,0.08,0,0.01,75,8,7.7,18,Shin'en,E10+,YES
Super Stardust Ultra VR,PS4,2016,Shooter,Sony Computer Entertainment,0,0,0,66,13,6.2,13,Sony Interactive Entertainment,E10+,YES
Rune Factory 4,3DS,2012,Role-Playing,Xseed Games,0.32,0.21,0.03,78,33,8.1,122,Neverland,E10+,YES
Tom Clancy's Ghost Recon 2: Summit Strike,XB,2005,Shooter,Ubisoft,0.29,0,0.01,84,40,7.2,35,Red Storm Entertainment,T,YES
Pokemon Rumble Blast,3DS,2011,Action,Nintendo,0.47,0.35,0.07,56,36,7.1,50,Ambrella,E10+,YES
Ridge Racer 7,PS3,2006,Racing,Namco Bandai Games,0.24,0.16,0.26,78,45,7.1,52,Namco Bandai Games,E,YES
Battlefield Vietnam,PC,2004,Shooter,Electronic Arts,0,0,0,84,48,7.5,133,Digital Illusions,T,YES
Rayman Legends,PS4,2014,Platform,Ubisoft,0.22,0,0.16,90,16,8.5,525,Ubisoft Montpellier,E10+,YES
Max Payne,PC,2001,Shooter,Take-Two Interactive,0,0,0,89,32,9.1,1016,Remedy Entertainment,M,YES
Final Fantasy X / X-2 HD Remaster,PSV,2013,Role-Playing,Square Enix,0.16,0.28,0.12,86,14,8.5,223,Virtuos,T,YES
GRID,X360,2008,Racing,Codemasters,0.33,0.01,0.09,87,62,7.9,131,Codemasters,E,YES
Xenogears,PS,1998,Role-Playing,SquareSoft,0.29,0.89,0.1,84,15,8.4,204,SquareSoft,T,YES
Jak II,PS2,2003,Platform,Sony Computer Entertainment,1.68,0,0.36,87,47,8.2,241,Naughty Dog,T,YES
The Legend of Zelda: Phantom Hourglass,DS,2007,Action,Nintendo,1.85,0.95,0.48,90,57,8,416,Nintendo,E,YES
Rhythm Heaven,DS,2008,Misc,Nintendo,0.55,1.93,0.13,83,48,9,63,Nintendo,E,YES
The House of the Dead: Overkill,Wii,2009,Shooter,Sega,0.44,0.02,0.09,78,65,8.7,95,Headstrong Games,M,YES
WWE '13,X360,2012,Action,THQ,0.72,0,0.11,78,46,8,110,"THQ, Yuke's",T,YES
Medal of Honor,PS,1998,Shooter,Electronic Arts,1.44,0,0.14,92,17,8.6,80,Dreamworks Interactive,T,YES
Cars: Mater-National Championship,X360,2007,Racing,THQ,0.13,0,0.01,58,9,7.8,6,Rainbow Studios,E,YES
MVP Baseball 2004,GC,2004,Sports,Electronic Arts,0.2,0,0.01,89,25,8.5,11,EA Sports,E,YES
Spyro 2: Season of Flame,GBA,2002,Platform,Vivendi Games,0.85,0,0.08,76,18,7.6,13,Digital Eclipse,E,YES
Neo Contra,PS2,2004,Shooter,Konami Digital Entertainment,0.1,0,0.03,65,37,7.1,8,KCET,M,YES
Quantum Redshift,XB,2002,Racing,Microsoft Game Studios,0.09,0,0,70,21,8.1,15,Curly Monsters,T,YES
Megamind: Ultimate Showdown,X360,2010,Action,THQ,0.07,0,0.01,33,7,4.3,6,THQ Australia,E10+,YES
Power Rangers: Wild Force,GBA,2002,Action,THQ,0.15,0,0,55,4,6.9,8,Natsume,E,YES
NASCAR Thunder 2004,XB,2003,Racing,Electronic Arts,0.18,0,0.01,85,14,9.1,15,EA Games,E,YES
The Sims 2: Apartment Life,PC,2008,Simulation,Electronic Arts,0,0,0.01,75,10,7.7,19,Electronic Arts,T,YES
Pac-Man Party 3D,3DS,2011,Misc,Namco Bandai Games,0.09,0,0.01,43,11,5.4,11,Namco Bandai Games,E,YES
Dragon Age: Inquisition,XOne,2014,Role-Playing,Electronic Arts,0.56,0,0.09,85,28,6.9,703,BioWare,M,YES
Avalon Code,DS,2008,Role-Playing,Rising Star Games,0.11,0.12,0.01,71,29,7.4,13,"Matrix Software, Marvelous Entertainment",E10+,YES
Aggressive Inline,XB,2002,Sports,Acclaim Entertainment,0.05,0,0,85,20,7.7,7,"Z-Axis, Ltd.",T,YES
Tales of the World: Radiant Mythology,PSP,2006,Role-Playing,Ubisoft,0.17,0.23,0.02,66,27,7.8,25,Alfa System,T,YES
Disney's Chicken Little,PS2,2005,Platform,Disney Interactive Studios,0.32,0,0.08,60,20,8.9,7,Avalanche Software,E10+,YES
XGIII: Extreme G Racing,GC,2001,Racing,Acclaim Entertainment,0.12,0,0,83,21,7.8,14,Acclaim,E,YES
B-Boy,PSP,2006,Misc,Sony Computer Entertainment,0.04,0,0,50,11,7.8,6,FreeStyleGames,T,YES
Double Dragon Advance,GBA,2003,Action,Atlus,0.03,0,0,75,21,8.4,5,Million,T,YES
Birds of Steel,PS3,2012,Simulation,Konami Digital Entertainment,0.1,0.02,0.03,73,27,8.4,18,Gaijin Entertainment,T,YES
echochrome,PSP,2008,Puzzle,Sony Computer Entertainment,0,0.08,0,79,28,7.7,13,"SCE/WWS, SCE Japan Studio",E,YES
Tiger Woods PGA Tour 09,PSP,2008,Sports,Electronic Arts,0.07,0,0.1,53,4,5.5,6,Exient Entertainment,E,YES
WipEout HD Fury,PS3,2009,Racing,Sony Computer Entertainment,0,0,0.01,89,15,8.4,115,Studio Liverpool,E10+,YES
Harvey Birdman: Attorney at Law,Wii,2008,Adventure,Capcom,0.08,0,0.01,60,28,7.8,5,High Voltage Software,T,YES
NBA Live 08,Wii,2007,Sports,Electronic Arts,0.14,0,0.01,52,11,7.1,21,EA Canada,E,YES
Classic NES Series: Metroid,GBA,2004,Adventure,Nintendo,0.26,0.07,0.01,58,9,8.6,18,Nintendo,E,YES
Bodycount,PS3,2011,Shooter,Codemasters,0.05,0,0.02,50,40,3.5,28,Guildford Studio,M,YES
Final Fantasy VIII,PS,1999,Role-Playing,SquareSoft,2.28,3.63,0.23,90,24,8.6,644,SquareSoft,T,YES
Medal of Honor: Frontline,PS2,2002,Shooter,Electronic Arts,2.93,0.17,0.99,88,29,8.5,135,EA LA,T,YES
Mario Golf: Toadstool Tour,GC,2003,Sports,Nintendo,1.09,0.25,0.04,81,49,8,56,Camelot Software Planning,E,YES
NBA Ballers,XB,2004,Sports,Midway Games,0.37,0,0.02,82,35,8.1,8,Midway,E,YES
Legion: The Legend of Excalibur,PS2,2002,Action,Midway Games,0.11,0,0.03,51,21,7,6,7 Studios,M,YES
Blackwater,X360,2011,Shooter,505 Games,0.09,0,0.01,37,12,4.5,14,Zombie Studios,T,YES
Mafia II,X360,2010,Action,Take-Two Interactive,0.85,0,0.15,74,79,7.8,458,2K Czech,M,YES
The Adventures of Tintin: The Game,X360,2011,Action,Ubisoft,0.07,0,0.03,63,35,6.1,12,Ubisoft Montpellier,E10+,YES
Starship Troopers,PC,2005,Shooter,Empire Interactive,0,0,0,46,18,6.1,29,Strangelite,M,YES
Banjo-Kazooie: Grunty's Revenge,GBA,2003,Platform,THQ,0.24,0,0.01,72,21,8.1,18,Rare Ltd.,E,YES
TrackMania Turbo,PS4,2016,Action,Ubisoft,0.03,0,0.05,81,52,7.9,110,Nadeo,E,YES
NPPL: Championship Paintball 2009,X360,2008,Shooter,Activision Value,0.1,0,0.01,44,9,7.3,9,FUN Labs,E10+,YES
Barbie Groovy Games,GBA,2002,Misc,Universal Interactive,0.4,0,0.01,47,5,7,4,Digital Illusions,E,YES
Star Trek: Voyager Elite Force,PS2,2001,Shooter,Codemasters,0.07,0,0.02,52,12,6.4,5,Pipe Dream Interactive,T,YES
EyeToy: Kinetic,PS2,2005,Sports,Sony Computer Entertainment,0.09,0,0.02,78,32,8.3,11,SCEE London Studio,E,YES
Payday 2,PC,2013,Shooter,505 Games,0.04,0,0.01,79,51,3.4,3558,Overkill Software,M,YES
nail'd,PS3,2010,Racing,Deep Silver,0.08,0,0.02,66,36,6.2,13,Techland,E10+,YES
Leisure Suit Larry: Magna Cum Laude,XB,2004,Adventure,Vivendi Games,0.12,0,0.01,62,49,6.4,13,High Voltage Software,M,YES
Death By Degrees,PS2,2005,Action,Sony Computer Entertainment,0.05,0,0.01,51,45,6.2,24,Namco,M,YES
Need for Speed: The Run,X360,2011,Action,Electronic Arts,0.63,0,0.15,68,65,6,160,Black Box,T,YES
Defiance,X360,2013,Shooter,Trion Worlds,0.38,0,0.05,60,27,7.2,249,Trion Worlds,M,YES
Mortal Kombat: Shaolin Monks,PS2,2005,Action,Midway Games,0.58,0,0.09,77,41,8.6,74,Midway Studios - Los Angeles,M,YES
007 Racing,PS,2000,Racing,Electronic Arts,0.3,0,0.03,51,16,4.6,14,Eutechnyx,T,YES
Deus Ex: Mankind Divided,PC,2016,Role-Playing,Square Enix,0,0,0,83,55,6.1,684,"Eidos Montreal, Nixxes Software",M,YES
Naruto: Clash of Ninja 2,GC,2003,Fighting,Nintendo,0.44,0.45,0.03,74,22,8.9,39,8ing/Raizing,T,YES
Bravely Second: End Layer,3DS,2015,Role-Playing,Nintendo,0.17,0.18,0.03,81,70,7.4,103,Silicon Studio,T,YES
Stronghold,PC,2001,Strategy,Gathering of Developers,0,0,0.02,81,19,8.9,224,FireFly Studios,T,YES
Juiced,XB,2005,Racing,THQ,0.13,0,0.01,68,39,9.1,15,Juice Games,T,YES
LEGO City Undercover,WiiU,2013,Platform,Nintendo,0.47,0.13,0.08,80,66,8.2,283,TT Games,E10+,YES
College Hoops 2K6,XB,2005,Sports,Take-Two Interactive,0.07,0,0,82,17,9.2,6,2K Sports,E,YES
Mirror's Edge,PC,2009,Platform,Electronic Arts,0,0,0.01,81,44,8.1,1026,EA DICE,T,YES
Madden NFL 11,PS3,2010,Sports,Electronic Arts,2.04,0,0.2,83,36,6.1,68,EA Tiburon,E,YES
Top Spin,PS2,2005,Sports,Take-Two Interactive,0.05,0,0.01,67,28,7.8,12,Pam Development,E,YES
EA Sports UFC 2,PS4,2016,Sports,Electronic Arts,0.29,0,0.15,79,38,6.2,157,EA Sports,T,YES
Major League Baseball 2K6,X360,2006,Sports,Spike,0.34,0,0.03,66,22,3.9,37,Kush Games,E,YES
Dynasty Warriors: Gundam 2,X360,2008,Action,Namco Bandai Games,0.07,0.08,0.01,49,30,7,18,Omega Force,T,YES
Top Gun: Hard Lock,X360,2012,Action,505 Games,0.03,0,0,54,8,3.5,16,505 Games,T,YES
Alone in the Dark,PS2,2008,Adventure,Atari,0.03,0,0.01,47,10,5.4,24,Hydravision,M,YES
Air Conflicts: Secret Wars,PC,2011,Simulation,bitComposer Games,0,0,0.01,65,5,6.4,24,Games Farm,T,YES
World of Tanks,PC,2011,Shooter,Wargaming.net,0,0,0.05,80,38,3.7,1466,Wargaming.net,T,YES
Fuzion Frenzy,XB,2001,Misc,Microsoft Game Studios,0.93,0,0.04,70,28,6.9,16,Blitz Games,E,YES
Guitar Hero: Van Halen,PS3,2009,Misc,Activision,0.14,0,0.04,59,33,4.7,9,Neversoft Entertainment,T,YES
"Monsters, Inc.",PS2,2002,Adventure,Sony Computer Entertainment,0.15,0,0.04,52,15,7.2,10,Artificial Mind and Movement,E,YES
Family Feud: 2012 Edition,X360,2011,Misc,Ubisoft,0.1,0,0.01,47,4,5.3,6,Ubisoft,E10+,YES
Brothers: A Tale of Two Sons,XOne,2015,Adventure,505 Games,0.03,0,0,81,6,8.9,26,Starbreeze,T,YES
Wipeout: In The Zone,X360,2011,Misc,Activision,0.87,0,0.06,39,5,5.6,8,Activision,E10+,YES
The Punisher,PS2,2005,Action,THQ,0.25,0,0.07,68,44,8.2,56,Volition Inc.,M,YES
Gradius Collection,PSP,2006,Shooter,Konami Digital Entertainment,0.04,0.02,0,76,44,8.5,4,M2,E,YES
SSX On Tour,PSP,2005,Sports,Electronic Arts,0.19,0,0.02,79,23,8.1,44,EA Montreal,E,YES
Samurai Champloo: Sidetracked,PS2,2006,Action,Namco Bandai Games,0.03,0,0.01,66,26,7.2,6,Grasshopper Manufacture,T,YES
Peter Jackson's King Kong: The Official Game of the Movie,X360,2005,Action,Ubisoft,0.2,0,0.02,80,57,7.5,79,Ubisoft Montpellier,T,YES
Legacy of Kain: Defiance,PC,2003,Action,Eidos Interactive,0,0,0,70,11,8.7,67,Nixxes Software,M,YES
JoJo's Bizarre Adventure: Eyes of Heaven,PS4,2015,Fighting,Namco Bandai Games,0,0.03,0,61,35,7.4,44,CyberConnect2,T,YES
Resident Evil: Revelations,3DS,2012,Action,Capcom,0.3,0.3,0.05,82,78,8.5,397,Capcom,M,YES
Fire Pro Wrestling Returns,PS2,2005,Sports,505 Games,0.04,0,0.01,78,12,8.5,17,S-Neo,T,YES
Odin Sphere: Leifthrasir,PSV,2016,Role-Playing,Nippon Ichi Software,0.02,0.09,0.01,93,5,7.9,83,Vanillaware,T,YES
TimeSplitters: Future Perfect,XB,2005,Shooter,Electronic Arts,0.12,0,0.01,83,54,8.9,35,Free Radical Design,M,YES
Madden NFL 07,GC,2006,Sports,Electronic Arts,0.48,0,0.02,82,14,9.2,5,EA Tiburon,E,YES
Bodycount,X360,2011,Shooter,Codemasters,0.07,0,0.01,53,61,4.7,73,Guildford Studio,M,YES
Prince of Persia: The Sands of Time,GBA,2003,Action,Ubisoft,0.11,0,0,75,25,8.8,5,Ubisoft Montreal,T,YES
Armored Core: Nine Breaker,PS2,2004,Simulation,505 Games,0.03,0,0.01,57,25,8.2,5,From Software,T,YES
Anima - Gate of Memories,PS4,2016,Action,Avanquest,0,0,0,52,13,7.9,34,"Edge Entertainment, Anima Project",T,YES
Herdy Gerdy,PS2,2002,Adventure,Eidos Interactive,0.11,0,0.03,69,24,5,12,Core Design Ltd.,E,YES
Murdered: Soul Suspect,PS4,2014,Action,Square Enix,0.09,0.02,0.05,59,60,6.9,310,Airtight Games,M,YES
Forgotten Realms: Demon Stone,XB,2004,Action,Atari,0.06,0,0,72,17,6.5,6,Stormfront Studios,T,YES
Cake Mania,DS,2007,Puzzle,Majesco Entertainment,0.09,0,0.01,55,23,6.1,7,Digital Embryo,E,YES
Indiana Jones and the Emperor's Tomb,XB,2003,Action,LucasArts,0.14,0,0.01,73,43,8.6,17,Double Helix Games,T,YES
Fatal Frame II: Crimson Butterfly,PS2,2003,Action,Ubisoft,0.08,0,0.02,81,40,9.2,100,Tecmo,M,YES
Mario Kart DS,DS,2005,Racing,Nintendo,9.71,4.13,1.9,91,64,8.6,464,Nintendo,E,YES
Trivial Pursuit,X360,2009,Misc,Electronic Arts,0.12,0,0.04,66,19,6.4,9,EA Bright Light,E,YES
Asphalt 3D,3DS,2011,Racing,Ubisoft,0.27,0.02,0.04,43,37,4.4,24,Gameloft,E10+,YES
F1 2013,X360,2013,Racing,Codemasters,0.01,0,0.02,79,29,6.6,33,Codemasters,E,YES
Star Ocean: Till The End of Time,PS2,2003,Role-Playing,Ubisoft,0.8,0.55,0.15,80,55,7.7,134,Tri-Ace,T,YES
Champions: Return to Arms,PS2,2005,Role-Playing,Sony Online Entertainment,0.32,0,0.08,77,48,8.8,43,Snowblind Studios,T,YES
Shrek Extra Large,GC,2002,Platform,TDK Mediactive,0.13,0,0,36,6,5.6,23,Digital Illusions,T,YES
Grand Theft Auto: Vice City,PC,2003,Action,Take-Two Interactive,0,0,0.01,94,30,8.8,1520,Rockstar North,M,YES
Tokyo Twilight Ghost Hunters,PSV,2014,Role-Playing,Aksys Games,0.03,0.02,0.01,63,12,7,16,TOYBOX,T,YES
The Dukes of Hazzard: Return of the General Lee,XB,2004,Racing,Ubisoft,0.06,0,0,49,18,7,4,Ratbag,E,YES
Mobile Suit Gundam: Extreme VS Force,PSV,2015,Action,Namco Bandai Games,0,0.17,0,57,25,7.3,15,Bandai Namco Games,E10+,YES
NFL Head Coach,PS2,2006,Sports,Electronic Arts,0.38,0,0.06,66,22,6.9,15,EA Tiburon,E,YES
Praetorians,PC,2003,Strategy,Eidos Interactive,0,0,0,78,23,8.2,38,Pyro Studios,T,YES
Pac-Man and the Ghostly Adventures 2,PS3,2014,Adventure,Namco Bandai Games,0.05,0,0.02,59,11,6.3,4,Vicious Cycle,E10+,YES
The Da Vinci Code,XB,2006,Action,Take-Two Interactive,0.03,0,0,52,34,2.8,5,Double Helix Games,T,YES
Fantastic Four: Rise of the Silver Surfer,DS,2007,Action,Take-Two Interactive,0.04,0,0,35,8,4.8,13,7 Studios,E10+,YES
Medal of Honor: Airborne,PS3,2007,Shooter,Electronic Arts,0.25,0.03,0.25,75,16,7.6,39,Electronic Arts,T,YES
Combat of Giants: Dinosaurs 3D,3DS,2011,Strategy,Ubisoft,0.25,0.05,0.03,44,18,5.3,9,Ubisoft,E10+,YES
Test Drive Off-Road Wide Open,XB,2001,Racing,Infogrames,0.15,0,0.01,64,21,8.3,9,Rockstar San Diego,E,YES
Mega Man Network Transmission,GC,2003,Platform,Capcom,0.13,0,0,65,28,7.6,13,Arika,E,YES
Extermination,PS2,2001,Action,Sony Computer Entertainment,0.21,0.12,0.05,67,19,7.8,19,Deep Space,M,YES
Castlevania: Circle of the Moon,GBA,2001,Platform,Konami Digital Entertainment,0.6,0.05,0.02,91,22,8.5,59,KCEK,T,YES
East India Company,PC,2009,Strategy,Paradox Interactive,0.01,0,0,67,28,5.7,49,Nitro Games,T,YES
Star Wars: Republic Commando,XB,2005,Shooter,Activision,0.48,0,0.02,78,54,8.9,89,LucasArts,T,YES
Pirates of the Caribbean,XB,2003,Role-Playing,Ubisoft,0.22,0,0.01,65,30,7.4,27,Akella,T,YES
FaceBreaker,X360,2008,Fighting,Electronic Arts,0.15,0,0.02,54,57,6.3,19,EA Canada,T,YES
Cars,PS2,2006,Racing,THQ,1.01,0,0.16,71,30,8.4,12,Rainbow Studios,E,YES
Red Steel 2,Wii,2010,Shooter,Ubisoft,0.35,0.01,0.06,80,73,8.6,178,Ubisoft Paris,T,YES
Playboy: The Mansion,XB,2005,Simulation,Ubisoft,0.07,0,0,61,43,4.1,9,Cyberlore Studios,M,YES
Chicken Run,PS,2000,Adventure,Eidos Interactive,0.07,0,0.01,75,7,6.2,6,Blitz Games,E,YES
Balls of Fury,Wii,2007,Sports,Zoo Digital Publishing,0.02,0,0,19,6,2.8,25,Black Lantern Studios,E10+,YES
50 Cent: Bulletproof,XB,2005,Action,Vivendi Games,0.33,0,0.02,50,14,5.9,21,Genuine Games,M,YES
F1 2012,X360,2012,Racing,Codemasters,0.1,0,0.05,84,42,6.9,56,Codemasters,E,YES
"Warhammer 40,000: Space Marine",PC,2011,Shooter,THQ,0.09,0,0.03,74,34,7.4,596,Relic,M,YES
Shadow of the Colossus,PS2,2005,Action,Sony Computer Entertainment,0.78,0.2,0.13,91,77,9.1,933,SCE Japan Studio,T,YES
The Elder Scrolls Online,PC,2014,Role-Playing,Bethesda Softworks,0.32,0,0.07,71,64,5.7,2421,ZeniMax Media,M,YES
Le Mans 24 Hours,PS2,2001,Racing,Infogrames,0.09,0.02,0.02,75,19,7.6,9,Atari,E,YES
Wolfenstein,PC,2009,Shooter,Activision,0.01,0,0.01,74,41,7.3,261,"id Software, Raven Software",M,YES
Rayman 2: Revolution,PS2,2000,Platform,Ubisoft,0.15,0,0.04,90,16,8.2,42,Ubisoft,E,YES
The Chronicles of Riddick: Assault on Dark Athena,PC,2009,Shooter,Vivendi Games,0,0,0,80,26,8,136,Starbreeze,M,YES
Mana Khemia 2: Fall of Alchemy,PS2,2008,Role-Playing,Gust,0.07,0.05,0.02,70,12,8.2,17,Gust,T,YES
Burnout,GC,2002,Racing,Acclaim Entertainment,0.23,0,0.01,78,18,7.9,18,Criterion Games,E,YES
Skylanders Giants,WiiU,2012,Action,Activision,0.22,0,0.03,80,8,6.9,22,Vicarious Visions,E10+,YES
Flash Focus: Vision Training in Minutes a Day,DS,2007,Misc,Nintendo,0.86,1.05,0.35,59,22,4,4,"Nintendo, Namco Bandai Games",E,YES
Steambot Chronicles,PS2,2005,Role-Playing,505 Games,0.02,0,0,74,35,8.2,17,Irem,T,YES
Animal Crossing: New Leaf,3DS,2012,Simulation,Nintendo,2.03,4.39,0.39,88,70,8.7,626,Nintendo,E,YES
Hot Shots Golf: Open Tee,PSP,2004,Sports,Sony Computer Entertainment,0.5,0.63,0.33,81,57,8.7,34,Clap Hanz,E10+,YES
Spider-Man 2,GBA,2004,Action,Activision,0.76,0,0.02,65,12,7.7,6,Digital Eclipse,E,YES
Sonic Generations,PC,2011,Platform,Sega,0.02,0,0.02,77,11,8.3,337,Sega,E,YES
Dragon Ball Z: Attack of the Saiyans,DS,2009,Role-Playing,Namco Bandai Games,0.12,0.21,0.01,73,21,7.9,24,Monolith Soft,E10+,YES
RollerCoaster Tycoon World,PC,2016,Simulation,Atari,0,0,0,43,7,2.4,31,Nvizzio Creations,E,YES
Capcom Classics Collection Remixed,PSP,2006,Misc,Capcom,0.27,0,0.02,72,37,7,5,Digital Eclipse,T,YES
Saiyuki: Journey West,PS,1999,Strategy,Tecmo Koei,0.03,0,0,73,9,7.1,9,Koei,E,YES
Metro 2033,X360,2010,Shooter,THQ,0.22,0.03,0.05,77,83,7.9,351,4A Games,M,YES
MLB Power Pros 2008,PS2,2008,Sports,Konami Digital Entertainment,0.05,0.05,0.01,67,9,8.5,8,Konami,E,YES
LittleBigPlanet 2,PS3,2011,Platform,Sony Computer Entertainment,1.83,0.06,0.46,91,86,8.4,657,Media Molecule,E,YES
Army of Two,PS3,2008,Shooter,Electronic Arts,0.74,0.02,0.15,74,43,7.3,118,EA Montreal,M,YES
Tatsunoko vs. Capcom: Ultimate All-Stars,Wii,2010,Fighting,Capcom,0.3,0.03,0.05,85,62,8.8,85,Eighting,T,YES
Rio,X360,2011,Misc,THQ,0.05,0,0.01,60,16,7,7,Eurocom Entertainment Software,E10+,YES
Ultimate Marvel vs. Capcom 3,X360,2011,Fighting,Capcom,0,0.04,0,79,44,6.2,85,Capcom,T,YES
Monster Jam: Maximum Destruction,PS2,2002,Racing,Ubisoft,0.32,0,0.08,47,11,6,6,Ubisoft,T,YES
Tom Clancy's Splinter Cell,PS2,2003,Action,Ubisoft,1.15,0,0.4,89,24,7.7,102,Ubisoft Shanghai,T,YES
Duke Nukem Forever,PS3,2011,Shooter,Take-Two Interactive,0.33,0,0.12,51,48,4.9,278,"Gearbox Software, 3D Realms",M,YES
Need for Speed: Hot Pursuit 2,GC,2002,Racing,Electronic Arts,0.68,0,0.02,68,16,8.3,15,EA Seattle,E,YES
FunkMaster Flex's Digital Hitz Factory,PS2,2003,Misc,Jester Interactive,0.02,0,0,71,6,8.9,10,Jester Interactive,E,YES
OkamiDen,DS,2010,Adventure,Capcom,0.21,0.13,0.02,82,48,7.9,53,Capcom,E10+,YES
FlatOut 2,XB,2006,Racing,Empire Interactive,0.03,0,0,73,38,7.3,8,Bugbear,T,YES
Divinity II: The Dragon Knight Saga,X360,2010,Role-Playing,Focus Home Interactive,0.11,0,0.01,72,13,7.8,50,Larian Studios,M,YES
Warriors Orochi 2,X360,2008,Action,Tecmo Koei,0.04,0.01,0,44,28,8.1,15,Omega Force,T,YES
Xenoblade Chronicles X,WiiU,2015,Role-Playing,Nintendo,0.36,0.14,0.06,84,87,8.9,1548,Monolith Soft,T,YES
The BIGS 2,X360,2009,Sports,Take-Two Interactive,0.19,0,0.02,76,31,6.2,35,Blue Castle Games,E10+,YES
NBA Live 06,PSP,2005,Sports,Electronic Arts,0.39,0,0.03,80,18,7.6,13,EA Canada,E,YES
Cabela's Dangerous Hunts 2011,PS3,2010,Sports,Activision,0.26,0,0.03,60,4,5.4,9,Activision,T,YES
UFC: Sudden Impact,PS2,2004,Fighting,Global Star,0.09,0,0.02,54,29,7.7,7,Opus,T,YES
The Legend of Zelda: Skyward Sword,Wii,2011,Action,Nintendo,2.03,0.37,0.38,93,81,8,1958,Nintendo,E10+,YES
Tom Clancy's Ghost Recon 2,XB,2004,Shooter,Ubisoft,0.86,0,0.06,80,53,8.9,58,Red Storm Entertainment,T,YES
